Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
0.965014,TraderJoes_1,Tick,0,0,0,0,126600,,0,0,0,OK
0.965014,GliAmadini_1,Tick,0,50,-50,50,126600,,-443,-4557,-4557,OK
1.215993,RogueTrader_110010,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.215993,FTZTraders_271828,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.215993,ThePequod_1,Tick,5,27,-22,1,126600,126700,393,2657607,-893,OK
1.215993,usctradergo_202201,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.215993,TraderJoes_1,Tick,0,0,0,0,126600,126700,0,0,0,OK
1.215993,GliAmadini_1,Tick,0,50,-50,50,126600,126700,-443,-4557,443,OK
1.544924,RogueTrader_110010,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.544924,FTZTraders_271828,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.544924,ThePequod_1,Tick,5,27,-22,1,126600,126800,393,2657607,-793,OK
1.544924,usctradergo_202201,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.544924,TraderJoes_1,Tick,0,0,0,0,126600,126800,0,0,0,OK
1.544924,GliAmadini_1,Tick,0,50,-50,50,126600,126800,-443,-4557,5443,OK
1.735007,RogueTrader_110010,Tick,0,0,0,0,126900,126800,0,0,0,OK
1.735007,FTZTraders_271828,Tick,0,10,-10,10,126900,126800,-127,-2873,-3873,OK
1.735007,ThePequod_1,Tick,5,27,-22,1,126900,126800,393,2657607,-7393,OK
1.735007,usctradergo_202201,Tick,10,0,10,-10,126900,126800,254,1746,2746,OK
1.735007,TraderJoes_1,Tick,0,0,0,0,126900,126800,0,0,0,OK
1.735007,GliAmadini_1,Tick,0,50,-50,50,126900,126800,-443,-4557,-9557,OK
2.011289,RogueTrader_110010,Tick,0,0,0,0,126900,126800,0,0,0,OK
2.011289,FTZTraders_271828,Tick,0,10,-10,10,126900,126800,-127,-2873,-3873,OK
2.011289,ThePequod_1,Tick,5,27,-22,1,126900,126800,393,2657607,-7393,OK
2.011289,usctradergo_202201,Tick,10,0,10,-10,126900,126800,254,1746,2746,OK
2.011289,TraderJoes_1,Tick,0,0,0,0,126900,126800,0,0,0,OK
2.011289,GliAmadini_1,Tick,0,50,-50,50,126900,126800,-443,-4557,-9557,OK
2.246364,RogueTrader_110010,Tick,0,0,0,0,126900,126800,0,0,0,OK
2.246364,FTZTraders_271828,Tick,0,10,-10,10,126900,126800,-127,-2873,-3873,OK
2.246364,ThePequod_1,Tick,5,27,-22,1,126900,126800,393,2657607,-7393,OK
2.246364,usctradergo_202201,Tick,10,0,10,-10,126900,126800,254,1746,2746,OK
2.246364,TraderJoes_1,Tick,0,0,0,0,126900,126800,0,0,0,OK
2.246364,GliAmadini_1,Tick,0,50,-50,50,126900,126800,-443,-4557,-9557,OK
2.530011,RogueTrader_110010,Tick,0,0,0,0,126900,126800,0,0,0,OK
2.530011,FTZTraders_271828,Tick,0,10,-10,10,126900,126800,-127,-2873,-3873,OK
2.530011,ThePequod_1,Tick,5,27,-22,1,126900,126800,393,2657607,-7393,OK
2.530011,usctradergo_202201,Tick,10,0,10,-10,126900,126800,254,1746,2746,OK
2.530011,TraderJoes_1,Tick,0,0,0,0,126900,126800,0,0,0,OK
2.530011,GliAmadini_1,Tick,0,50,-50,50,126900,126800,-443,-4557,-9557,OK
2.771328,RogueTrader_110010,Tick,0,0,0,0,127400,126800,0,0,0,OK
2.771328,FTZTraders_271828,Tick,0,10,-10,10,127400,126800,-127,-2873,-5413,OK
2.771328,ThePequod_1,Tick,5,30,-25,1,127400,126800,355,3039545,-10005,OK
2.771328,usctradergo_202201,Tick,10,0,10,-10,127400,126800,254,1746,4286,OK
2.771328,TraderJoes_1,Tick,0,0,0,0,127400,126800,0,0,0,OK
2.771328,GliAmadini_1,Tick,0,92,-92,92,127400,126800,-978,-4022,-27390,OK
2.998291,RogueTrader_110010,Tick,0,0,0,0,127400,127300,0,0,0,OK
2.998291,FTZTraders_271828,Tick,0,10,-10,10,127400,127300,-127,-2873,-3873,OK
2.998291,ThePequod_1,Tick,5,30,-25,1,127400,127300,355,3039545,-18155,OK
2.998291,usctradergo_202201,Tick,10,0,10,-10,127400,127300,254,1746,2746,OK
2.998291,TraderJoes_1,Tick,0,0,0,0,127400,127300,0,0,0,OK
2.998291,GliAmadini_1,Tick,0,92,-92,92,127400,127300,-978,-4022,-13222,OK
3.219957,RogueTrader_110010,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.219957,FTZTraders_271828,Tick,0,10,-10,10,127400,127200,-127,-2873,-4873,OK
3.219957,ThePequod_1,Tick,5,30,-25,1,127400,127200,355,3039545,-18255,OK
3.219957,usctradergo_202201,Tick,10,0,10,-10,127400,127200,254,1746,3746,OK
3.219957,TraderJoes_1,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.219957,GliAmadini_1,Tick,0,92,-92,92,127400,127200,-978,-4022,-22422,OK
3.457931,RogueTrader_110010,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.457931,FTZTraders_271828,Tick,0,10,-10,10,127400,127200,-127,-2873,-4873,OK
3.457931,ThePequod_1,Tick,5,30,-25,1,127400,127200,355,3039545,-18255,OK
3.457931,usctradergo_202201,Tick,10,0,10,-10,127400,127200,254,1746,3746,OK
3.457931,TraderJoes_1,Tick,0,0,0,0,127400,127200,0,0,0,OK
3.457931,GliAmadini_1,Tick,0,92,-92,92,127400,127200,-978,-4022,-22422,OK
3.793768,RogueTrader_110010,Tick,0,0,0,0,127400,127400,0,0,0,OK
3.793768,FTZTraders_271828,Tick,0,10,-10,10,127400,127400,-127,-2873,-2873,OK
3.793768,ThePequod_1,Tick,5,30,-25,1,127400,127400,355,3039545,-18055,OK
3.793768,usctradergo_202201,Tick,10,0,10,-10,127400,127400,254,1746,1746,OK
3.793768,TraderJoes_1,Tick,0,0,0,0,127400,127400,0,0,0,OK
3.793768,GliAmadini_1,Tick,0,99,-99,99,127400,127400,-1067,-4633,-4633,OK
3.988164,RogueTrader_110010,Tick,0,0,0,0,127400,127400,0,0,0,OK
3.988164,FTZTraders_271828,Tick,0,10,-10,10,127400,127400,-127,-2873,-2873,OK
3.988164,ThePequod_1,Tick,5,30,-25,1,127400,127400,355,3039545,-18055,OK
3.988164,usctradergo_202201,Tick,10,0,10,-10,127400,127400,254,1746,1746,OK
3.988164,TraderJoes_1,Tick,0,0,0,0,127400,127400,0,0,0,OK
3.988164,GliAmadini_1,Tick,0,99,-99,99,127400,127400,-1067,-4633,-4633,OK
4.262587,RogueTrader_110010,Tick,0,0,0,0,127400,127600,0,0,0,OK
4.262587,FTZTraders_271828,Tick,0,10,-10,10,127400,127600,-127,-2873,-873,OK
4.262587,ThePequod_1,Tick,5,30,-25,1,127400,127600,355,3039545,-17855,OK
4.262587,usctradergo_202201,Tick,10,0,10,-10,127400,127600,254,1746,-254,OK
4.262587,TraderJoes_1,Tick,0,0,0,0,127400,127600,0,0,0,OK
4.262587,GliAmadini_1,Tick,0,99,-99,99,127400,127600,-1067,-4633,15167,OK
4.491023,RogueTrader_110010,Tick,0,0,0,0,127500,127600,0,0,0,OK
4.491023,FTZTraders_271828,Tick,0,12,-12,12,127500,127600,-153,-3247,-2047,OK
4.491023,ThePequod_1,Tick,7,30,-23,1,127500,127600,407,2784493,-20407,OK
4.491023,usctradergo_202201,Tick,10,0,10,-10,127500,127600,254,1746,746,OK
4.491023,TraderJoes_1,Tick,0,0,0,0,127500,127600,0,0,0,OK
4.491023,GliAmadini_1,Tick,0,99,-99,99,127500,127600,-1067,-4633,5267,OK
4.774203,RogueTrader_110010,Tick,0,0,0,0,127500,127700,0,0,0,OK
4.774203,FTZTraders_271828,Tick,0,20,-20,20,127500,127700,-255,-5545,-1545,OK
4.774203,ThePequod_1,Tick,15,30,-15,-6,127500,127700,611,2658189,-20511,OK
4.774203,usctradergo_202201,Tick,10,0,10,-10,127500,127700,254,1746,-254,OK
4.774203,TraderJoes_1,Tick,0,0,0,0,127500,127700,0,0,0,OK
4.774203,GliAmadini_1,Tick,0,99,-99,99,127500,127700,-1067,-4633,15167,OK
5.028786,RogueTrader_110010,Tick,0,0,0,0,127500,127700,0,0,0,OK
5.028786,FTZTraders_271828,Tick,0,20,-20,20,127500,127700,-255,-5545,-1545,OK
5.028786,ThePequod_1,Tick,15,30,-15,-6,127500,127700,611,2658189,-20511,OK
5.028786,usctradergo_202201,Tick,10,0,10,-10,127500,127700,254,1746,-254,OK
5.028786,TraderJoes_1,Tick,0,0,0,0,127500,127700,0,0,0,OK
5.028786,GliAmadini_1,Tick,0,99,-99,99,127500,127700,-1067,-4633,15167,OK
5.22833,RogueTrader_110010,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.22833,FTZTraders_271828,Tick,0,20,-20,20,127500,128000,-255,-5545,-425,OK
5.22833,ThePequod_1,Tick,15,30,-15,-6,127500,128000,611,2658189,-25971,OK
5.22833,usctradergo_202201,Tick,10,0,10,-10,127500,128000,254,1746,-814,OK
5.22833,TraderJoes_1,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.22833,GliAmadini_1,Tick,0,99,-99,99,127500,128000,-1067,-4633,20711,OK
5.472994,RogueTrader_110010,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.472994,FTZTraders_271828,Tick,0,20,-20,20,127500,128000,-255,-5545,-425,OK
5.472994,ThePequod_1,Tick,15,30,-15,-6,127500,128000,611,2658189,-25971,OK
5.472994,usctradergo_202201,Tick,10,0,10,-10,127500,128000,254,1746,-814,OK
5.472994,TraderJoes_1,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.472994,GliAmadini_1,Tick,0,99,-99,99,127500,128000,-1067,-4633,20711,OK
5.79592,RogueTrader_110010,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.79592,FTZTraders_271828,Tick,0,20,-20,20,127500,128000,-255,-5545,-425,OK
5.79592,ThePequod_1,Tick,15,30,-15,-6,127500,128000,611,2658189,-25971,OK
5.79592,usctradergo_202201,Tick,10,0,10,-10,127500,128000,254,1746,-814,OK
5.79592,TraderJoes_1,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.79592,GliAmadini_1,Tick,0,99,-99,99,127500,128000,-1067,-4633,20711,OK
5.966655,RogueTrader_110010,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.966655,FTZTraders_271828,Tick,0,20,-20,20,127500,128000,-255,-5545,-425,OK
5.966655,ThePequod_1,Tick,15,30,-15,-6,127500,128000,611,2658189,-25971,OK
5.966655,usctradergo_202201,Tick,10,0,10,-10,127500,128000,254,1746,-814,OK
5.966655,TraderJoes_1,Tick,0,0,0,0,127500,128000,0,0,0,OK
5.966655,GliAmadini_1,Tick,0,99,-99,99,127500,128000,-1067,-4633,20711,OK
6.2378,RogueTrader_110010,Tick,0,0,0,0,127900,128000,0,0,0,OK
6.2378,FTZTraders_271828,Tick,0,20,-20,20,127900,128000,-255,-5545,-3545,OK
6.2378,ThePequod_1,Tick,16,30,-14,-6,127900,128000,598,2530202,-28398,OK
6.2378,usctradergo_202201,Tick,10,0,10,-10,127900,128000,254,1746,746,OK
6.2378,TraderJoes_1,Tick,0,0,0,0,127900,128000,0,0,0,OK
6.2378,GliAmadini_1,Tick,10,99,-89,89,127900,128000,-1195,-5505,3395,OK
6.51135,RogueTrader_110010,Tick,0,0,0,0,127200,128000,0,0,0,OK
6.51135,FTZTraders_271828,Tick,10,20,-10,10,127200,128000,-383,-2417,143,OK
6.51135,ThePequod_1,Tick,16,30,-14,-6,127200,128000,598,2530202,-26214,OK
6.51135,usctradergo_202201,Tick,20,0,20,-20,127200,128000,126,3874,-1246,OK
6.51135,TraderJoes_1,Tick,15,0,15,-15,127200,128000,-191,6191,2351,OK
6.51135,GliAmadini_1,Tick,10,99,-89,89,127200,128000,-1195,-5505,17279,OK
6.770438,RogueTrader_110010,Tick,0,0,0,0,127200,127700,0,0,0,OK
6.770438,FTZTraders_271828,Tick,10,20,-10,10,127200,127700,-383,-2417,133,OK
6.770438,ThePequod_1,Tick,16,30,-14,-6,127200,127700,598,2530202,-20228,OK
6.770438,usctradergo_202201,Tick,20,0,20,-20,127200,127700,126,3874,-1226,OK
6.770438,TraderJoes_1,Tick,15,0,15,-15,127200,127700,-191,6191,2366,OK
6.770438,GliAmadini_1,Tick,10,99,-89,89,127200,127700,-1195,-5505,17190,OK
6.999791,RogueTrader_110010,Tick,0,0,0,0,127500,127700,0,0,0,OK
6.999791,FTZTraders_271828,Tick,10,30,-20,20,127500,127700,-511,711,4711,OK
6.999791,ThePequod_1,Tick,16,31,-15,-6,127500,127700,585,2658115,-20585,OK
6.999791,usctradergo_202201,Tick,20,20,0,0,127500,127700,-130,4130,4130,OK
6.999791,TraderJoes_1,Tick,15,15,0,0,127500,127700,-383,9383,9383,OK
6.999791,GliAmadini_1,Tick,50,110,-60,60,127500,127700,-1846,1346,13346,OK
7.273589,RogueTrader_110010,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.273589,FTZTraders_271828,Tick,10,30,-20,20,127300,127600,-511,711,5811,OK
7.273589,ThePequod_1,Tick,16,31,-15,-6,127300,127600,585,2658115,-17660,OK
7.273589,usctradergo_202201,Tick,23,20,3,-3,127300,127600,-54,4354,3589,OK
7.273589,TraderJoes_1,Tick,15,15,0,0,127300,127600,-383,9383,9383,OK
7.273589,GliAmadini_1,Tick,50,110,-60,60,127300,127600,-1846,1346,16646,OK
7.477032,RogueTrader_110010,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.477032,FTZTraders_271828,Tick,10,30,-20,20,127300,127600,-511,711,5811,OK
7.477032,ThePequod_1,Tick,16,31,-15,-6,127300,127600,585,2658115,-17660,OK
7.477032,usctradergo_202201,Tick,23,20,3,-3,127300,127600,-54,4354,3589,OK
7.477032,TraderJoes_1,Tick,15,15,0,0,127300,127600,-383,9383,9383,OK
7.477032,GliAmadini_1,Tick,50,110,-60,60,127300,127600,-1846,1346,16646,OK
7.701165,RogueTrader_110010,Tick,0,0,0,0,127300,127600,0,0,0,OK
7.701165,FTZTraders_271828,Tick,10,30,-20,20,127300,127600,-511,711,5811,OK
7.701165,ThePequod_1,Tick,16,31,-15,-6,127300,127600,585,2658115,-17660,OK
7.701165,usctradergo_202201,Tick,33,20,13,-13,127300,127600,-181,7481,4166,OK
7.701165,TraderJoes_1,Tick,15,15,0,0,127300,127600,-383,9383,9383,OK
7.701165,GliAmadini_1,Tick,50,110,-60,60,127300,127600,-1846,1346,16646,OK
8.010136,RogueTrader_110010,Tick,0,0,0,0,127200,127600,0,0,0,OK
8.010136,FTZTraders_271828,Tick,10,30,-20,20,127200,127600,-511,711,5811,OK
8.010136,ThePequod_1,Tick,22,31,-9,-6,127200,127600,737,1894763,-16942,OK
8.010136,usctradergo_202201,Tick,43,20,23,-23,127200,127600,73,11227,5362,OK
8.010136,TraderJoes_1,Tick,30,15,15,-15,127200,127600,-1,15001,11176,OK
8.010136,GliAmadini_1,Tick,52,110,-58,58,127200,127600,-1795,2095,16885,OK
8.230062,RogueTrader_110010,Tick,0,0,0,0,127200,127600,0,0,0,OK
8.230062,FTZTraders_271828,Tick,10,30,-20,20,127200,127600,-511,711,5811,OK
8.230062,ThePequod_1,Tick,22,31,-9,-6,127200,127600,737,1894763,-16942,OK
8.230062,usctradergo_202201,Tick,43,20,23,-23,127200,127600,73,11227,5362,OK
8.230062,TraderJoes_1,Tick,30,15,15,-15,127200,127600,-1,15001,11176,OK
8.230062,GliAmadini_1,Tick,52,110,-58,58,127200,127600,-1795,2095,16885,OK
8.456468,RogueTrader_110010,Tick,0,0,0,0,127200,127400,0,0,0,OK
8.456468,FTZTraders_271828,Tick,10,30,-20,20,127200,127400,-511,711,4711,OK
8.456468,ThePequod_1,Tick,22,31,-9,-6,127200,127400,737,1894763,-14437,OK
8.456468,usctradergo_202201,Tick,43,20,23,-23,127200,127400,73,11227,6627,OK
8.456468,TraderJoes_1,Tick,30,15,15,-15,127200,127400,-1,15001,12001,OK
8.456468,GliAmadini_1,Tick,52,110,-58,58,127200,127400,-1795,2095,13695,OK
8.782287,RogueTrader_110010,Tick,0,0,0,0,127200,127400,0,0,0,OK
8.782287,FTZTraders_271828,Tick,10,30,-20,20,127200,127400,-511,711,4711,OK
8.782287,ThePequod_1,Tick,22,31,-9,-6,127200,127400,737,1894763,-14437,OK
8.782287,usctradergo_202201,Tick,43,20,23,-23,127200,127400,73,11227,6627,OK
8.782287,TraderJoes_1,Tick,30,15,15,-15,127200,127400,-1,15001,12001,OK
8.782287,GliAmadini_1,Tick,52,110,-58,58,127200,127400,-1795,2095,13695,OK
9.015149,RogueTrader_110010,Tick,0,0,0,0,127200,127400,0,0,0,OK
9.015149,FTZTraders_271828,Tick,10,30,-20,20,127200,127400,-511,711,4711,OK
9.015149,ThePequod_1,Tick,22,31,-9,-6,127200,127400,737,1894763,-14437,OK
9.015149,usctradergo_202201,Tick,43,20,23,-23,127200,127400,73,11227,6627,OK
9.015149,TraderJoes_1,Tick,30,15,15,-15,127200,127400,-1,15001,12001,OK
9.015149,GliAmadini_1,Tick,52,110,-58,58,127200,127400,-1795,2095,13695,OK
9.258597,RogueTrader_110010,Tick,0,0,0,0,127200,127800,0,0,0,OK
9.258597,FTZTraders_271828,Tick,10,30,-20,20,127200,127800,-511,711,5831,OK
9.258597,ThePequod_1,Tick,22,31,-9,-6,127200,127800,737,1894763,-19933,OK
9.258597,usctradergo_202201,Tick,43,20,23,-23,127200,127800,73,11227,5339,OK
9.258597,TraderJoes_1,Tick,30,15,15,-15,127200,127800,-1,15001,11161,OK
9.258597,GliAmadini_1,Tick,52,110,-58,58,127200,127800,-1795,2095,16943,OK
9.499312,RogueTrader_110010,Tick,0,0,0,0,127200,127800,0,0,0,OK
9.499312,FTZTraders_271828,Tick,10,30,-20,20,127200,127800,-511,711,5831,OK
9.499312,ThePequod_1,Tick,22,31,-9,-6,127200,127800,737,1894763,-19933,OK
9.499312,usctradergo_202201,Tick,43,20,23,-23,127200,127800,73,11227,5339,OK
9.499312,TraderJoes_1,Tick,30,15,15,-15,127200,127800,-1,15001,11161,OK
9.499312,GliAmadini_1,Tick,52,110,-58,58,127200,127800,-1795,2095,16943,OK
9.792939,RogueTrader_110010,Tick,0,0,0,0,127000,127800,0,0,0,OK
9.792939,FTZTraders_271828,Tick,20,30,-10,10,127000,127800,-638,4838,7398,OK
9.792939,ThePequod_1,Tick,22,31,-9,-6,127000,127800,737,1894763,-19933,OK
9.792939,usctradergo_202201,Tick,53,20,33,-33,127000,127800,-54,15354,6906,OK
9.792939,TraderJoes_1,Tick,30,15,15,-15,127000,127800,-1,15001,11161,OK
9.792939,GliAmadini_1,Tick,102,110,-8,8,127000,127800,-2433,7733,9781,OK
9.983176,RogueTrader_110010,Tick,0,0,0,0,127000,127500,0,0,0,OK
9.983176,FTZTraders_271828,Tick,20,30,-10,10,127000,127500,-638,4838,7388,OK
9.983176,ThePequod_1,Tick,22,31,-9,-6,127000,127500,737,1894763,-15442,OK
9.983176,usctradergo_202201,Tick,53,20,33,-33,127000,127500,-54,15354,6939,OK
9.983176,TraderJoes_1,Tick,30,15,15,-15,127000,127500,-1,15001,11176,OK
9.983176,GliAmadini_1,Tick,102,110,-8,8,127000,127500,-2433,7733,9773,OK
10.245019,RogueTrader_110010,Tick,0,0,0,0,127200,127500,0,0,0,OK
10.245019,FTZTraders_271828,Tick,20,30,-10,10,127200,127500,-638,4838,7388,OK
10.245019,ThePequod_1,Tick,22,31,-9,-6,127200,127500,737,1894763,-15442,OK
10.245019,usctradergo_202201,Tick,53,20,33,-33,127200,127500,-54,15354,6939,OK
10.245019,TraderJoes_1,Tick,30,15,15,-15,127200,127500,-1,15001,11176,OK
10.245019,GliAmadini_1,Tick,133,110,23,-23,127200,127500,-2827,14327,8462,OK
10.499328,RogueTrader_110010,Tick,0,0,0,0,127200,127500,0,0,0,OK
10.499328,FTZTraders_271828,Tick,20,30,-10,10,127200,127500,-638,4838,7388,OK
10.499328,ThePequod_1,Tick,27,31,-4,-6,127200,127500,673,1258327,-15653,OK
10.499328,usctradergo_202201,Tick,53,20,33,-33,127200,127500,-54,15354,6939,OK
10.499328,TraderJoes_1,Tick,30,15,15,-15,127200,127500,-1,15001,11176,OK
10.499328,GliAmadini_1,Tick,142,110,32,-32,127200,127500,-2941,16241,8081,OK
10.72545,RogueTrader_110010,Tick,0,0,0,0,127200,127500,0,0,0,OK
10.72545,FTZTraders_271828,Tick,20,30,-10,10,127200,127500,-638,4838,7388,OK
10.72545,ThePequod_1,Tick,27,31,-4,-6,127200,127500,673,1258327,-15653,OK
10.72545,usctradergo_202201,Tick,53,20,33,-33,127200,127500,-54,15354,6939,OK
10.72545,TraderJoes_1,Tick,30,15,15,-15,127200,127500,-1,15001,11176,OK
10.72545,GliAmadini_1,Tick,142,110,32,-32,127200,127500,-2941,16241,8081,OK
11.010292,RogueTrader_110010,Tick,0,0,0,0,127600,127500,0,0,0,OK
11.010292,FTZTraders_271828,Tick,20,30,-10,10,127600,127500,-638,4838,3838,OK
11.010292,ThePequod_1,Tick,27,31,-4,-6,127600,127500,673,1258327,-17073,OK
11.010292,usctradergo_202201,Tick,53,20,33,-33,127600,127500,-54,15354,18654,OK
11.010292,TraderJoes_1,Tick,30,15,15,-15,127600,127500,-1,15001,16501,OK
11.010292,GliAmadini_1,Tick,142,122,20,-20,127600,127500,-3094,16394,18394,OK
11.291831,RogueTrader_110010,Tick,0,0,0,0,127900,127600,0,0,0,OK
11.291831,FTZTraders_271828,Tick,20,40,-20,20,127900,127600,-766,6966,1866,OK
11.291831,ThePequod_1,Tick,27,33,-6,-6,127900,127600,647,1513353,-19377,OK
11.291831,usctradergo_202201,Tick,53,40,13,-13,127900,127600,-309,13609,16924,OK
11.291831,TraderJoes_1,Tick,30,15,15,-15,127900,127600,-1,15001,18826,OK
11.291831,GliAmadini_1,Tick,142,143,-1,1,127900,127600,-3362,14562,14307,OK
11.475374,RogueTrader_110010,Tick,0,0,0,0,127900,127600,0,0,0,OK
11.475374,FTZTraders_271828,Tick,20,40,-20,20,127900,127600,-766,6966,1866,OK
11.475374,ThePequod_1,Tick,27,33,-6,-6,127900,127600,647,1513353,-19377,OK
11.475374,usctradergo_202201,Tick,53,40,13,-13,127900,127600,-309,13609,16924,OK
11.475374,TraderJoes_1,Tick,30,15,15,-15,127900,127600,-1,15001,18826,OK
11.475374,GliAmadini_1,Tick,142,143,-1,1,127900,127600,-3362,14562,14307,OK
11.719555,RogueTrader_110010,Tick,0,0,0,0,127900,127600,0,0,0,OK
11.719555,FTZTraders_271828,Tick,20,40,-20,20,127900,127600,-766,6966,1866,OK
11.719555,ThePequod_1,Tick,27,33,-6,-6,127900,127600,647,1513353,-19377,OK
11.719555,usctradergo_202201,Tick,53,40,13,-13,127900,127600,-309,13609,16924,OK
11.719555,TraderJoes_1,Tick,30,15,15,-15,127900,127600,-1,15001,18826,OK
11.719555,GliAmadini_1,Tick,142,143,-1,1,127900,127600,-3362,14562,14307,OK
11.990796,RogueTrader_110010,Tick,0,0,0,0,127900,127600,0,0,0,OK
11.990796,FTZTraders_271828,Tick,20,40,-20,20,127900,127600,-766,6966,1866,OK
11.990796,ThePequod_1,Tick,27,33,-6,-6,127900,127600,647,1513353,-19377,OK
11.990796,usctradergo_202201,Tick,53,40,13,-13,127900,127600,-309,13609,16924,OK
11.990796,TraderJoes_1,Tick,30,15,15,-15,127900,127600,-1,15001,18826,OK
11.990796,GliAmadini_1,Tick,142,143,-1,1,127900,127600,-3362,14562,14307,OK
12.20297,RogueTrader_110010,Tick,0,0,0,0,127900,127600,0,0,0,OK
12.20297,FTZTraders_271828,Tick,20,40,-20,20,127900,127600,-766,6966,1866,OK
12.20297,ThePequod_1,Tick,27,33,-6,-6,127900,127600,647,1513353,-19377,OK
12.20297,usctradergo_202201,Tick,53,40,13,-13,127900,127600,-309,13609,16924,OK
12.20297,TraderJoes_1,Tick,30,15,15,-15,127900,127600,-1,15001,18826,OK
12.20297,GliAmadini_1,Tick,142,143,-1,1,127900,127600,-3362,14562,14307,OK
12.497355,RogueTrader_110010,Tick,0,0,0,0,127900,127700,0,0,0,OK
12.497355,FTZTraders_271828,Tick,20,40,-20,20,127900,127700,-766,6966,2966,OK
12.497355,ThePequod_1,Tick,27,33,-6,-6,127900,127700,647,1513353,-20247,OK
12.497355,usctradergo_202201,Tick,53,40,13,-13,127900,127700,-309,13609,16209,OK
12.497355,TraderJoes_1,Tick,30,15,15,-15,127900,127700,-1,15001,18001,OK
12.497355,GliAmadini_1,Tick,142,143,-1,1,127900,127700,-3362,14562,14362,OK
12.783493,RogueTrader_110010,Tick,0,0,0,0,127800,127700,0,0,0,OK
12.783493,FTZTraders_271828,Tick,20,49,-29,29,127800,127700,-881,7081,4181,OK
12.783493,ThePequod_1,Tick,27,33,-6,-6,127800,127700,647,1513353,-19647,OK
12.783493,usctradergo_202201,Tick,53,40,13,-13,127800,127700,-309,13609,14909,OK
12.783493,TraderJoes_1,Tick,30,15,15,-15,127800,127700,-1,15001,16501,OK
12.783493,GliAmadini_1,Tick,142,143,-1,1,127800,127700,-3362,14562,14462,OK
12.992405,RogueTrader_110010,Tick,0,0,0,0,127800,127700,0,0,0,OK
